indirect_tax_df_ Gross import VAT ,indirect_tax_df_ Gross local VAT ,indirect_tax_df_ VAT refund autonomy and traders ,indirect_tax_df_ Total net VAT ,indirect_tax_df_Net customs,indirect_tax_df_ Net import purchase tax ,indirect_tax_df_ Total import taxes ,indirect_tax_df_ Net local sales tax ,indirect_tax_df_ Gross fuel tax ,direct_tax_df_Total Gross Income Tax Division,direct_tax_df_ Total refunds from the Income Tax Department ,direct_tax_df_Total Income Tax Division Net,direct_tax_df_Income tax for self-employed individuals and companies (advances and deductions),direct_tax_df_Deductions and the capital market,direct_tax_df_Real estate taxation,direct_tax_df_Independents advances,direct_tax_df_Self-employed tax differences,direct_tax_df_Independent Cancellations,direct_tax_df_Companies advances,direct_tax_df_tax differential companies,direct_tax_df_Cancellation companies,direct_tax_df_Property tax,direct_tax_df_praise tax,direct_tax_df_Real estate purchase tax,direct_tax_df_Deduction from salary,direct_tax_df_Goods and services,direct_tax_df_Non-profit institution tax,direct_tax_df_VAT Financial Institutions (Salary),direct_tax_df_excess expenses,direct_tax_df_Bonds and dividends,direct_tax_df_Cancellations Deductions,direct_tax_df_Companies returns,direct_tax_df_self employed returns,direct_tax_df_ Capital Gains Tax Refunds ,direct_tax_df_ Purchase returns ,macro_monthly_df_CPI,macro_monthly_df_VAT,macro_monthly_df_cons_trust,macro_monthly_df_real_credit_card,macro_monthly_df_VAT_rate,"macro_monthly_df_ Unemployment rate (ages 25-64, in percentage points) ","macro_monthly_df_ Participation rate (ages 25-64, in percentage points) ",macro_monthly_df_ Employment rate (ages 25-64) ,macro_monthly_df_ Real Salary ,macro_monthly_df_ salaried jobs ,macro_monthly_df_Foreign exchange reserves in millions of dollars,macro_monthly_df_Apartment Price Index (1993=100) - Mid-period reviewed,macro_monthly_df_Credit card purchase value indices (total) (2002=100),macro_monthly_df_Industrial Production Index (Total),macro_monthly_df_The combined index of the state of the economy,macro_monthly_df_Apartments sold at an annual rate,Date
3498.0,5364.0,-2613.0,6249.0,200.0,1287.0,1487.0,60.0,1783.0,10422017.0,-830424.0,9591593.0,4313647.0,5435266.0,673104.0,369095.0,327296.0,-4557.0,2292216.0,1332094.0,-2497.0,5608.0,269128.0,400721.0,3398949.0,357438.0,782079.0,233802.0,66191.0,102634.0,-7282.0,-349581.0,-382682.0,-54846.0,-13375.0,94.1,6249.0,118.95,214.1,18.0,5.5,78.8,74.4,8824.3,3205.4,78219.97,326.3,214.1,72.0,67.53,29028.0,2013-06-01
4329.0,6984.0,-2704.0,8609.0,216.0,1437.0,1653.0,71.0,1797.0,12408797.0,-1116458.0,11292339.0,4940762.0,6754941.0,713093.0,753325.0,430261.0,-3600.0,2191970.0,1574662.0,-5856.0,8658.0,236784.0,466736.0,4422278.0,370552.0,999819.0,213723.0,75385.0,312825.0,-6547.0,-503519.0,-520548.0,-46187.0,-16976.0,94.3,8609.0,120.34,218.9,18.0,5.5,79.0,74.7,8839.3,3210.6,79071.42,328.4,218.9,72.4,67.69,28128.0,2013-07-01
3741.0,4972.0,-3126.0,5587.0,225.0,1303.0,1528.0,35.0,1790.0,10510313.0,-983556.0,9526757.0,4045754.0,5811424.0,653135.0,368048.0,410126.0,-4397.0,2316844.0,957867.0,-2734.0,3648.0,286885.0,364428.0,3788496.0,417552.0,853273.0,244167.0,77117.0,191820.0,-24699.0,-422425.0,-475525.0,-44892.0,-14408.0,94.5,5587.0,123.06,221.5,18.0,5.2,78.7,74.6,8789.1,3219.3,78518.58,330.0,221.6,68.5,67.76,29040.0,2013-08-01
3290.0,6760.0,-1544.0,8506.0,176.0,1208.0,1384.0,16.0,1767.0,10248603.0,-644403.0,9604200.0,3811958.0,5894322.0,542322.0,742341.0,266077.0,-2225.0,2217612.0,595653.0,-7500.0,6276.0,218883.0,319449.0,4034062.0,435770.0,728307.0,238848.0,76684.0,116158.0,-19481.0,-306018.0,-306526.0,-17600.0,-4196.0,94.5,8506.0,124.39,218.1,18.0,5.1,78.8,74.8,8885.7,3197.8,79901.87,328.5,218.1,70.8,67.89,27420.0,2013-09-01
3984.0,5064.0,-3993.0,5055.0,231.0,1167.0,1398.0,15.0,1769.0,10620769.0,-1094233.0,9526536.0,3955500.0,6070789.0,594479.0,411280.0,350040.0,-5379.0,2491440.0,711230.0,-3111.0,4230.0,207384.0,387256.0,3812591.0,468018.0,823247.0,213793.0,77254.0,288588.0,-7300.0,-562287.0,-419078.0,-34575.0,-17558.0,94.8,5055.0,126.02,223.4,18.0,5.0,78.9,75.0,8808.5,3239.0,80570.64,329.9,223.4,71.7,68.14,25548.0,2013-10-01
3433.0,6981.0,-2711.0,7703.0,152.0,1068.0,1220.0,35.0,1734.0,11737474.0,-1052717.0,10684757.0,5240410.0,5947946.0,549118.0,702315.0,397241.0,-2567.0,2693340.0,1454281.0,-4200.0,3815.0,207119.0,340832.0,3836426.0,506607.0,776295.0,209533.0,79923.0,206048.0,-4346.0,-566270.0,-395731.0,-35550.0,-14145.0,94.4,7703.0,123.93,221.4,18.0,5.2,78.8,74.8,8779.8,3227.9,80589.44,334.9,221.4,72.9,68.28,25836.0,2013-11-01
3661.0,4902.0,-3320.0,5243.0,181.0,1133.0,1314.0,34.0,1797.0,13328153.0,-1424793.0,11903360.0,6127269.0,6525469.0,675415.0,354480.0,430611.0,-10094.0,1539829.0,3819492.0,-7049.0,2488.0,257251.0,414704.0,3544562.0,418708.0,869171.0,158979.0,79676.0,1136649.0,-12331.0,-884008.0,-465358.0,-34549.0,-20073.0,94.5,5243.0,120.8,220.2,18.0,5.1,78.5,74.5,8826.1,3234.1,81789.76,338.1,220.1,73.0,68.35,24180.0,2013-12-01
3965.0,8163.0,-2923.0,9205.0,240.0,1415.0,1655.0,35.0,1904.0,14565299.0,-1307566.0,13257733.0,6414137.0,7450926.0,700236.0,14477.0,1650206.0,-9994.0,108647.0,4652981.0,-2180.0,3083.0,268399.0,430292.0,4491713.0,517620.0,809745.0,256538.0,149374.0,910630.0,-11546.0,-851495.0,-391512.0,-25303.0,-13749.0,94.0,9205.0,121.5,227.3,18.0,5.3,79.4,75.2,8791.8,3267.6,83164.68,341.5,227.2,73.2,68.8,28608.0,2014-01-01
3604.0,5249.0,-2880.0,5973.0,254.0,1274.0,1528.0,29.0,1667.0,10958757.0,-890927.0,10067830.0,4229623.0,5869274.0,859861.0,351854.0,500961.0,-3690.0,2040456.0,1356133.0,-16091.0,3343.0,335028.0,522388.0,4073745.0,395867.0,852878.0,196131.0,67796.0,178998.0,-272838.0,-551272.0,-246699.0,-37261.0,-14789.0,93.8,5973.0,121.1,226.8,18.0,4.9,79.8,75.8,8857.9,3268.9,83975.26,343.6,226.7,76.0,69.17,23784.0,2014-02-01
3683.0,6840.0,-2640.0,7883.0,218.0,1329.0,1547.0,27.0,1841.0,11439950.0,-1084576.0,10355374.0,4333856.0,6409073.0,697022.0,650075.0,353145.0,-3025.0,2363123.0,996389.0,-25851.0,3470.0,252116.0,440262.0,4356326.0,435891.0,843750.0,245120.0,81569.0,91877.0,-8616.0,-754830.0,-222432.0,-50890.0,-18677.0,94.1,7883.0,126.24,224.9,18.0,5.0,79.8,75.8,8814.6,3276.5,85569.85,346.6,224.8,71.1,69.37,24972.0,2014-03-01
3549.0,4896.0,-2304.0,6141.0,198.0,1314.0,1512.0,31.0,1737.0,11442517.0,-528390.0,10914127.0,3849419.0,6979841.0,613256.0,332325.0,609078.0,-2595.0,2417231.0,495839.0,-2459.0,6427.0,233184.0,377246.0,4576057.0,396149.0,806680.0,251108.0,73389.0,369157.0,-5403.0,-310725.0,-164164.0,-23878.0,-7630.0,94.2,6141.0,126.56,226.1,18.0,5.2,79.6,75.4,8857.7,3283.8,86480.07,348.1,226.0,69.7,69.43,19332.0,2014-04-01
3800.0,7364.0,-3136.0,8028.0,246.0,1455.0,1701.0,35.0,1798.0,11425699.0,-789001.0,10636698.0,3937374.0,6724066.0,764259.0,697867.0,428994.0,-3357.0,2396885.0,420760.0,-3775.0,4219.0,315447.0,446691.0,4431034.0,486023.0,862983.0,271128.0,69821.0,190303.0,-5716.0,-401676.0,-274113.0,-47727.0,-19583.0,94.3,8028.0,127.49,226.6,18.0,5.2,79.8,75.6,8878.8,3281.0,86478.47,347.6,226.5,71.7,69.52,19200.0,2014-05-01
3567.0,4828.0,-2474.0,5921.0,231.0,1301.0,1532.0,35.0,1905.0,9789468.0,-945067.0,8844401.0,3523191.0,5575220.0,691057.0,353431.0,360874.0,-5716.0,2383317.0,438757.0,-7472.0,5488.0,270573.0,415554.0,3482004.0,377419.0,872493.0,220402.0,66261.0,169516.0,-7388.0,-537148.0,-323210.0,-34053.0,-23096.0,94.5,5921.0,123.25,232.5,18.0,5.0,79.3,75.3,8931.1,3291.5,86812.95,347.8,232.5,71.6,69.68,20580.0,2014-06-01
4013.0,6863.0,-3195.0,7681.0,240.0,1395.0,1635.0,26.0,1835.0,12804446.0,-1041044.0,11763402.0,4848367.0,7208283.0,747797.0,781960.0,506820.0,-4422.0,2354170.0,1214956.0,-5117.0,16758.0,267650.0,463553.0,4722662.0,474882.0,1091705.0,205650.0,73923.0,290734.0,-63589.0,-471600.0,-491913.0,-40183.0,-15363.0,94.6,7681.0,130.39,220.2,18.0,5.1,79.3,75.3,8967.9,3281.5,87139.24,345.4,220.2,71.4,69.59,21108.0,2014-07-01
3781.0,5362.0,-2985.0,6158.0,234.0,1520.0,1754.0,36.0,1840.0,11821360.0,-885909.0,10935451.0,4733624.0,6339927.0,747808.0,410879.0,771648.0,-2537.0,2632660.0,922862.0,-1888.0,6655.0,274873.0,467456.0,4169319.0,488502.0,928921.0,234162.0,78341.0,178061.0,-13032.0,-364625.0,-445616.0,-43085.0,-12085.0,94.5,6158.0,135.58,229.9,18.0,5.1,79.2,75.1,8965.0,3281.1,87627.53,345.2,229.9,73.5,69.77,22824.0,2014-08-01
3538.0,7090.0,-2454.0,8174.0,233.0,1314.0,1547.0,24.0,1865.0,11048809.0,-1553908.0,9494901.0,4067864.0,6371127.0,609818.0,743486.0,463913.0,-4235.0,2338942.0,529968.0,-4210.0,3382.0,230178.0,377583.0,4372315.0,470661.0,880118.0,130158.0,73265.0,162553.0,-3360.0,-1084490.0,-391957.0,-44481.0,-17225.0,94.3,8174.0,128.57,237.3,18.0,5.1,79.6,75.6,8941.8,3334.7,86187.82,347.9,237.3,75.8,70.44,30648.0,2014-09-01
3738.0,5470.0,-2748.0,6460.0,237.0,1418.0,1655.0,44.0,1783.0,11193898.0,-714457.0,10479441.0,4207370.0,6423958.0,562570.0,389593.0,357046.0,-4594.0,2510968.0,956828.0,-2471.0,2936.0,219024.0,340987.0,4055109.0,432095.0,995845.0,92802.0,72877.0,328358.0,-4960.0,-341622.0,-306454.0,-29131.0,-11890.0,94.5,6460.0,126.16,239.7,18.0,4.7,78.9,75.2,8974.42,3301.2,86416.1,349.3,239.6,75.3,70.84,35904.0,2014-10-01
3421.0,6857.0,-2697.0,7581.0,184.0,1196.0,1380.0,36.0,1868.0,10535184.0,-776973.0,9758211.0,3692162.0,6147497.0,695525.0,721455.0,410961.0,-3332.0,2176056.0,389914.0,-2892.0,26051.0,224842.0,446367.0,4114287.0,432470.0,855689.0,174663.0,76285.0,152039.0,-4604.0,-362682.0,-341505.0,-34267.0,-11547.0,94.3,7581.0,121.13,236.1,18.0,4.8,79.7,75.9,8946.79,3320.9,86327.58,350.3,236.1,74.4,71.15,31332.0,2014-11-01
4485.0,5114.0,-3099.0,6500.0,255.0,2551.0,2806.0,36.0,,10643643.0,-931632.0,9712011.0,3902393.0,6007294.0,733956.0,406350.0,504860.0,-7810.0,1736196.0,1273472.0,-10675.0,17548.0,284044.0,432530.0,3782731.0,500415.0,943117.0,150541.0,81080.0,289205.0,-30365.0,-475806.0,-363274.0,-40240.0,-16719.0,94.3,6500.0,121.21,238.6,18.0,5.0,79.8,75.8,9003.54,3334.9,86101.17,352.5,238.5,73.4,71.39,34872.0,2014-12-01
3411.0,8809.0,-3122.0,9098.0,236.0,1082.0,1318.0,40.0,1818.0,15264074.0,-960324.0,14303750.0,5591407.0,8880657.0,792009.0,18325.0,1912002.0,-5003.0,88750.0,3583234.0,-5901.0,3871.0,282648.0,506223.0,4732366.0,1054514.0,748071.0,244013.0,137253.0,1592820.0,-6172.0,-521954.0,-351894.0,-48200.0,-15659.0,93.5,9098.0,124.6,239.0,18.0,4.9,79.7,75.8,8952.88,3337.9,84664.96,354.8,239.0,74.2,71.65,37272.0,2015-01-01
3272.0,5536.0,-2775.0,6033.0,231.0,1115.0,1346.0,40.0,1754.0,11787192.0,-1185301.0,10601891.0,4238826.0,6679813.0,868554.0,328108.0,759537.0,-7628.0,2334823.0,831745.0,-7759.0,6135.0,323746.0,539665.0,4540028.0,378925.0,839997.0,302944.0,67398.0,133442.0,-37332.0,-759342.0,-301066.0,-38875.0,-16434.0,92.8,6033.0,131.87,239.7,18.0,4.7,79.5,75.8,9093.44,3340.7,85319.62,358.3,239.6,75.0,71.99,42144.0,2015-02-01
4097.0,7253.0,-2844.0,8506.0,302.0,1576.0,1878.0,31.0,1915.0,12694244.0,-1169718.0,11524526.0,4726625.0,7064444.0,903175.0,721772.0,767184.0,-2823.0,2317649.0,929420.0,-6577.0,3413.0,326615.0,573289.0,4650554.0,707881.0,876094.0,260340.0,70046.0,140823.0,-10673.0,-816018.0,-260777.0,-41259.0,-30276.0,93.1,8506.0,130.1,244.8,18.0,4.6,79.9,76.2,9096.31,3366.9,84983.18,360.6,244.8,73.5,72.13,33480.0,2015-03-01
3390.0,5606.0,-2607.0,6389.0,176.0,1214.0,1390.0,47.0,1902.0,12560875.0,-845151.0,11715724.0,4349027.0,7390896.0,820952.0,378859.0,764077.0,-3218.0,2416989.0,795490.0,-3170.0,7259.0,276946.0,538122.0,5030574.0,488420.0,832719.0,169349.0,76301.0,296112.0,-8615.0,-584785.0,-186061.0,-38170.0,-20130.0,93.7,6389.0,131.9,243.3,18.0,4.3,79.8,76.3,9139.22,3358.4,85712.66,361.5,243.3,72.4,72.2,33360.0,2015-04-01
3645.0,7407.0,-2839.0,8213.0,234.0,1536.0,1770.0,35.0,2028.0,12752035.0,-1355156.0,11396879.0,4309327.0,7509281.0,933428.0,771113.0,504964.0,-5124.0,2478905.0,570358.0,-10889.0,3135.0,356261.0,579830.0,4602379.0,929799.0,846863.0,301976.0,69769.0,272616.0,-4016.0,-963311.0,-282793.0,-30460.0,-11261.0,93.9,8213.0,129.37,249.2,18.0,4.4,79.7,76.2,9122.13,3370.06,85763.85,364.5,249.2,71.7,72.37,37056.0,2015-05-01
3771.0,5445.0,-3090.0,6126.0,267.0,1484.0,1751.0,41.0,1880.0,11344684.0,-1157097.0,10187587.0,3954376.0,6369008.0,1021300.0,403660.0,655693.0,-2290.0,2327349.0,577204.0,-7240.0,8533.0,381681.0,633306.0,3899739.0,504935.0,848597.0,247197.0,73190.0,210676.0,-19623.0,-632715.0,-423367.0,-43690.0,-30943.0,94.2,6126.0,130.49,248.6,18.0,4.5,80.0,76.4,9115.5,3383.86,88178.95,368.3,248.6,74.4,72.72,52140.0,2015-06-01
3812.0,8216.0,-3411.0,8617.0,247.0,1577.0,1824.0,45.0,2037.0,14691803.0,-1080240.0,13611563.0,5570453.0,7949203.0,1172146.0,834748.0,627500.0,-16484.0,2747455.0,1381542.0,-4308.0,8395.0,466236.0,699517.0,5245974.0,595922.0,986759.0,268340.0,79243.0,390359.0,-8963.0,-507168.0,-497130.0,-36968.0,-18344.0,94.3,8617.0,128.61,248.6,18.0,4.6,79.9,76.2,9078.18,3395.98,88424.26,369.2,248.5,72.4,72.99,28968.0,2015-07-01
3766.0,5991.0,-2334.0,7423.0,325.0,1612.0,1937.0,41.0,2087.0,12964579.0,-1044148.0,11920431.0,4964907.0,6607397.0,1392274.0,431200.0,645768.0,-3653.0,2985522.0,909046.0,-2976.0,2760.0,498648.0,895215.0,4336110.0,470764.0,993694.0,193926.0,70060.0,253708.0,-7854.0,-505515.0,-463200.0,-39875.0,-19483.0,94.2,7423.0,130.11,253.6,18.0,4.4,80.1,76.6,9225.38,3404.35,88998.36,369.0,253.6,74.6,73.45,31704.0,2015-08-01
2909.0,7951.0,-2451.0,8409.0,201.0,1037.0,1238.0,56.0,1936.0,12310594.0,-637302.0,11673292.0,4595552.0,6830933.0,884109.0,779206.0,988551.0,-4698.0,2384118.0,450290.0,-1915.0,1538.0,371064.0,511601.0,4668336.0,562069.0,858440.0,241537.0,78411.0,157863.0,-8836.0,-276694.0,-293043.0,-24438.0,-18597.0,93.8,8409.0,131.45,257.8,18.0,4.5,80.1,76.5,9298.5,3375.26,89475.83,371.3,257.7,73.7,73.67,32196.0,2015-09-01
3551.0,5972.0,-2925.0,6598.0,279.0,1413.0,1692.0,32.0,1815.0,11157030.0,-806426.0,10350604.0,4001269.0,6346727.0,809034.0,399685.0,536395.0,-6160.0,2382826.0,692911.0,-4388.0,1329.0,361006.0,449890.0,4262960.0,368434.0,832564.0,233468.0,90557.0,341755.0,-8787.0,-374530.0,-371743.0,-27919.0,-13812.0,93.9,6598.0,129.48,255.3,17.0,4.5,80.1,76.5,9237.79,3423.47,89230.16,374.4,255.3,72.3,73.88,30888.0,2015-10-01
3306.0,7415.0,-3262.0,7459.0,202.0,1248.0,1450.0,25.0,2018.0,12206694.0,-906447.0,11300247.0,4652108.0,6705998.0,848588.0,782642.0,679265.0,-11119.0,2382682.0,822261.0,-3623.0,2233.0,331432.0,518034.0,4587577.0,447594.0,867455.0,220502.0,82810.0,227575.0,-5978.0,-428925.0,-381950.0,-51209.0,-25905.0,93.5,7459.0,128.25,260.9,17.0,4.4,79.4,75.9,9272.23,3433.14,88822.49,377.5,260.9,78.3,74.28,31332.0,2015-11-01
3742.0,5189.0,-3054.0,5877.0,179.0,1597.0,1776.0,17.0,1797.0,11508453.0,-1492936.0,10015517.0,4076166.0,6481282.0,951005.0,449182.0,705428.0,-3627.0,2047965.0,881597.0,-4379.0,3869.0,396244.0,555032.0,4209530.0,461651.0,904938.0,216958.0,88711.0,391610.0,-13793.0,-860349.0,-466429.0,-116226.0,-30952.0,93.4,5877.0,133.8,261.9,17.0,4.5,79.9,76.3,9247.22,3447.81,90574.78,380.4,261.8,76.1,74.53,31200.0,2015-12-01
3278.0,8856.0,-2790.0,9344.0,275.0,1915.0,2190.0,23.0,2008.0,15641270.0,-1119242.0,14522028.0,6273212.0,8365438.0,1002620.0,11332.0,2254746.0,-4187.0,70057.0,3945127.0,-3863.0,2160.0,401767.0,603857.0,4928598.0,735622.0,888641.0,214267.0,146403.0,1285090.0,-9464.0,-657246.0,-383425.0,-45662.0,-14921.0,92.9,9344.0,128.76,264.0,17.0,4.5,79.5,75.9,9253.5,3443.73,90487.14,381.4,264.0,75.0,74.8,33756.0,2016-01-01
3448.0,5661.0,-3027.0,6082.0,294.0,1334.0,1628.0,24.0,1851.0,12433769.0,-933760.0,11500009.0,4779368.0,6651454.0,1002948.0,355412.0,820705.0,-3802.0,2290188.0,1321785.0,-4920.0,1985.0,399409.0,602289.0,4677233.0,379392.0,893472.0,222097.0,67906.0,213351.0,-7731.0,-533912.0,-304314.0,-44009.0,-21983.0,92.6,6082.0,128.59,263.7,17.0,4.5,79.4,75.8,9316.95,3467.09,90618.85,384.0,263.6,73.6,74.96,33204.0,2016-02-01
3751.0,7630.0,-3176.0,8205.0,262.0,1781.0,2043.0,29.0,1941.0,13005613.0,-1174956.0,11830657.0,5053669.0,6967673.0,984273.0,807501.0,829892.0,-4762.0,2639208.0,790155.0,-8325.0,2285.0,396416.0,586160.0,4965952.0,462482.0,910140.0,227731.0,68626.0,158825.0,-4506.0,-786482.0,-257589.0,-36806.0,-16750.0,92.5,8205.0,131.1,269.9,17.0,4.6,79.9,76.2,9421.23,3468.76,94779.58,389.1,269.8,76.3,75.39,34836.0,2016-03-01
3152.0,5614.0,-3079.0,5687.0,202.0,1444.0,1646.0,10.0,1851.0,12629535.0,-718164.0,11911371.0,4131235.0,7601077.0,897222.0,407756.0,539374.0,-8487.0,2544742.0,666717.0,-18867.0,1483.0,395002.0,503246.0,5282475.0,511081.0,823505.0,227645.0,69224.0,392826.0,-3746.0,-432643.0,-203277.0,-39837.0,-22528.0,92.8,5687.0,134.62,270.3,17.0,4.3,80.1,76.6,9353.77,3483.81,95683.98,390.2,270.3,75.3,75.57,43860.0,2016-04-01
4041.0,7822.0,-2688.0,9175.0,316.0,1952.0,2268.0,45.0,2075.0,14779668.0,-2077894.0,12701774.0,5883194.0,7879949.0,1016526.0,849720.0,663869.0,-8480.0,3034539.0,1347889.0,-4343.0,2168.0,383634.0,638121.0,5336984.0,773041.0,889581.0,252185.0,79644.0,187246.0,-21987.0,-1822822.0,-228843.0,-2770.0,-2297.0,93.1,9175.0,132.86,268.3,17.0,4.0,80.0,76.8,9330.82,3478.75,96463.37,391.1,268.3,76.3,75.91,32772.0,2016-05-01
3687.0,5355.0,-2803.0,6239.0,271.0,1564.0,1835.0,32.0,2113.0,12131578.0,-773789.0,11357789.0,4478657.0,6480698.0,1172224.0,462927.0,868906.0,-5140.0,2519068.0,647534.0,-14638.0,2478.0,481357.0,691807.0,4144601.0,545034.0,872913.0,212288.0,74516.0,303609.0,-9741.0,-325475.0,-350781.0,-21419.0,-9495.0,93.4,6239.0,131.93,274.1,17.0,3.8,79.9,76.9,9378.14,3489.57,96634.68,393.4,274.1,75.9,76.28,34392.0,2016-06-01
3659.0,8255.0,-3242.0,8672.0,278.0,1621.0,1899.0,25.0,2139.0,14610753.0,-1107934.0,13502819.0,5451111.0,8201997.0,957645.0,884834.0,763439.0,-2806.0,2937183.0,871439.0,-2978.0,3773.0,345787.0,610438.0,5538666.0,548889.0,1155630.0,211932.0,81906.0,410334.0,-16987.0,-474239.0,-429506.0,-145630.0,-39522.0,93.8,8672.0,132.14,276.3,17.0,4.0,80.2,77.0,9422.65,3510.3,97392.62,396.1,276.3,75.8,76.51,32652.0,2016-07-01
4019.0,5647.0,-2971.0,6695.0,316.0,1632.0,1948.0,31.0,2080.0,12263087.0,-1010096.0,11252991.0,4339279.0,6767948.0,1155859.0,471239.0,584373.0,-4990.0,2686297.0,607373.0,-5013.0,1159.0,480347.0,676238.0,4621247.0,475447.0,980609.0,276417.0,71218.0,131104.0,-8734.0,-361020.0,-510896.0,-72756.0,-43132.0,93.5,6695.0,133.56,272.9,17.0,4.1,80.2,76.9,9454.95,3513.05,97626.0,399.9,272.8,75.1,76.45,36876.0,2016-08-01
3694.0,8306.0,-2947.0,9053.0,310.0,1673.0,1983.0,29.0,2102.0,13727726.0,-1094222.0,12633504.0,5265483.0,7450806.0,1011437.0,874030.0,800518.0,-6498.0,2625414.0,976511.0,-4492.0,1052.0,376380.0,640277.0,5060186.0,505364.0,915264.0,254840.0,82811.0,298916.0,-8058.0,-553376.0,-427928.0,-62805.0,-35233.0,93.4,9053.0,130.52,274.6,17.0,4.3,79.9,76.5,9402.88,3560.31,98428.62,404.2,274.6,74.6,76.77,29520.0,2016-09-01
3043.0,5748.0,-1905.0,6886.0,203.0,1033.0,1236.0,16.0,1915.0,7635207.0,-548642.0,7086565.0,2756677.0,4260748.0,617781.0,245404.0,423470.0,-7483.0,1581074.0,519365.0,-5153.0,725.0,225293.0,394665.0,2847562.0,220285.0,588924.0,134367.0,46373.0,129017.0,-6797.0,-219840.0,-275888.0,-24823.0,-16969.0,93.6,6886.0,135.22,273.3,17.0,3.9,79.9,76.7,9564.85,3475.98,97962.72,404.4,273.3,73.4,76.75,28992.0,2016-10-01
3497.0,7241.0,-2245.0,8493.0,258.0,1423.0,1681.0,29.0,1962.0,16809663.0,-938645.0,15871018.0,5788191.0,10044729.0,976743.0,1010499.0,639121.0,-14730.0,3498754.0,677353.0,-22806.0,1149.0,410816.0,566875.0,7055016.0,657501.0,1252380.0,306555.0,121521.0,457264.0,-12138.0,-434477.0,-437917.0,-26552.0,-18984.0,93.2,8493.0,136.13,281.0,17.0,3.9,79.9,76.8,9589.11,3536.88,97126.75,402.8,281.0,76.3,77.11,28596.0,2016-11-01
4320.0,5501.0,-4414.0,5407.0,312.0,3182.0,3494.0,21.0,1998.0,12665958.0,-1267889.0,11398069.0,5180037.0,6732159.0,753762.0,525221.0,761648.0,-16963.0,2467171.0,1464456.0,-21496.0,2326.0,376989.0,378834.0,4450769.0,547811.0,831770.0,226859.0,83537.0,347414.0,-8032.0,-707857.0,-463180.0,-40173.0,-30246.0,93.2,5407.0,134.3,282.5,17.0,3.9,80.0,76.9,9501.51,3539.09,98447.0,402.1,282.4,76.8,77.38,27540.0,2016-12-01
3602.0,9072.0,-3394.0,9280.0,267.0,1109.0,1376.0,21.0,2068.0,17626105.0,-1008064.0,16618041.0,8068333.0,8377460.0,1180312.0,7319.0,2879287.0,-16218.0,224643.0,4992885.0,-19583.0,1288.0,518555.0,662687.0,5460573.0,787002.0,831831.0,328587.0,160687.0,548441.0,-6249.0,-511002.0,-411480.0,-37293.0,-24962.0,93.0,9280.0,133.18,284.9,17.0,3.9,79.9,76.8,9491.99,3562.2,101613.0,402.8,284.9,77.4,77.56,25104.0,2017-01-01
3302.0,6256.0,-2802.0,6756.0,260.0,1020.0,1280.0,21.0,1863.0,13834160.0,-1054870.0,12779290.0,5222888.0,7528275.0,1082997.0,404122.0,994997.0,-23443.0,2507997.0,1348399.0,-9184.0,1072.0,431581.0,651542.0,5013371.0,474703.0,848955.0,278827.0,73628.0,473104.0,-12806.0,-616214.0,-341073.0,-39472.0,-41002.0,93.0,6756.0,135.66,287.6,17.0,3.8,80.0,76.9,9602.74,3566.64,102022.0,404.9,287.3,75.0,77.66,24720.0,2017-02-01
3720.0,7712.0,-3411.0,8021.0,248.0,1630.0,1878.0,30.0,2110.0,14493734.0,-1682904.0,12810830.0,5475812.0,7867188.0,1150734.0,858331.0,782484.0,-3644.0,2707566.0,1134712.0,-3637.0,1095.0,492630.0,659272.0,5412649.0,493359.0,979927.0,211455.0,72332.0,401496.0,-9177.0,-1235684.0,-282534.0,-57117.0,-38165.0,93.3,8021.0,136.9,289.2,17.0,3.8,79.9,76.8,9575.48,3576.8,103174.0,406.8,289.1,78.0,78.22,25488.0,2017-03-01
3250.0,6056.0,-1841.0,7465.0,217.0,1324.0,1541.0,27.0,2016.0,14065777.0,-980497.0,13085280.0,4669592.0,8646415.0,749771.0,430017.0,536378.0,-3658.0,2934673.0,780919.0,-8737.0,916.0,296625.0,454035.0,5662805.0,573859.0,840787.0,320012.0,79072.0,639854.0,-33447.0,-730930.0,-175313.0,-40597.0,-21453.0,93.5,7465.0,136.32,294.3,17.0,3.8,80.0,77.0,9638.49,3566.43,105142.0,407.7,294.2,78.8,78.6,27324.0,2017-04-01
3660.0,7982.0,-3348.0,8294.0,289.0,1544.0,1833.0,27.0,2026.0,14437177.0,-783438.0,13653739.0,5344549.0,8099009.0,993618.0,869558.0,618600.0,-13869.0,2840993.0,1035506.0,-6239.0,2745.0,431036.0,566228.0,5551857.0,581195.0,844593.0,300487.0,78996.0,407586.0,-5720.0,-446805.0,-261181.0,-37024.0,-24485.0,93.9,8294.0,138.87,287.1,17.0,3.9,80.2,77.2,9756.63,3581.99,107367.0,409.5,287.0,77.3,78.82,27468.0,2017-05-01
3432.0,5675.0,-3464.0,5643.0,247.0,1282.0,1529.0,27.0,2158.0,13646671.0,-1011859.0,12634812.0,5161205.0,7441231.0,1044234.0,490724.0,779452.0,-5723.0,2897745.0,1012183.0,-13176.0,2572.0,479717.0,565145.0,4469777.0,612826.0,933599.0,302940.0,75210.0,638478.0,-37162.0,-538549.0,-378634.0,-43602.0,-28512.0,93.2,5643.0,137.15,297.6,17.0,3.8,79.9,76.9,9681.9,3584.55,108706.0,412.8,297.5,77.5,79.07,29688.0,2017-06-01
